phrase_number,composition_number,cadence_role_cantz,cadence_alter,cadence_final_tone,cadence_role_tenz,cadence_kind,cadence_final_tone_before,cadence_final_tone_after,cadence_kind_before,cadence_kind_after,final_cadence
"DC0226.1: Amour rempli de pitié, et de zelle,",DC0226: Amour remply de pitié et de zelle,Ct,"Displaced, Incomplete",C,None,Authentic,None,D,None,Plagal,G
DC0225.10: Aultre que vous que fault que batte l'enclume.,DC0225: Un forgeron aussi vieulx que le temps,S,None,G,T,Authentic,C,None,Authentic,None,G
DC0225.9: Puis ell’ a dit pour cest oeuvre parfaire,DC0225: Un forgeron aussi vieulx que le temps,T,"Displaced, Incomplete",C,None,Authentic,G,G,Authentic,Authentic,G
"DC0225.8: Et son congnet se ploya comme plume,",DC0225: Un forgeron aussi vieulx que le temps,S,"Displaced, Incomplete",G,None,Authentic,G,C,Authentic,Authentic,G
"DC0225.7: Lors en forgeant ses marteaux vont deffaire,",DC0225: Un forgeron aussi vieulx que le temps,Ct,"Displaced, Evaded",G,B,Authentic,C,G,Authentic,Authentic,G
"DC0225.6: Que de sa part son devoir vouloit faire,",DC0225: Un forgeron aussi vieulx que le temps,S,None,C,T,Authentic,G,G,Authentic,Authentic,G
DC0225.5: Elle respond qui point ne fut rebelle,DC0225: Un forgeron aussi vieulx que le temps,Ct,Displaced,G,B,Authentic,G,C,Authentic,Authentic,G
DC0225.2: Prioit d'amours un jour sa damoiselle,DC0225: Un forgeron aussi vieulx que le temps,S,None,G,T,Authentic,C,G,Authentic,Authentic,G
DC0225.1: Un forgeron aussi vieulx que le temps,DC0225: Un forgeron aussi vieulx que le temps,S,None,C,T,Authentic,None,G,None,Authentic,G
DC0224.5: Sur la verdure.,"DC0224: Sur la verdure du pré florissant, m'amye ouy",None,None,F,None,Plagal,C,None,Authentic,None,F
DC0224.4: Quant vis qu'aultre d'elle estoit jouyssant.,"DC0224: Sur la verdure du pré florissant, m'amye ouy",S,None,C,T,Authentic,F,F,Plagal,Plagal,F
"DC0224.3: O quel douleur sentit, o quel martire,","DC0224: Sur la verdure du pré florissant, m'amye ouy",None,None,F,None,Plagal,C,C,Authentic,Authentic,F
"DC0224.2: M'amye ouy chanter, dancer, et rire.","DC0224: Sur la verdure du pré florissant, m'amye ouy",S,None,C,T,Authentic,None,F,None,Plagal,F
DC0223.10: Sont comme l'umbre à l'Univers unie.,"DC0223: La terre, l'eau, l'air, le feu et les cieulx",None,None,F,None,Plagal,A,F,Authentic,Plagal,F
"DC0223.9: Aussi les voix, par chansons et accordz,","DC0223: La terre, l'eau, l'air, le feu et les cieulx",T,Displaced,F,B,Authentic,F,A,Authentic,Authentic,F
"DC0223.8: Sont composez par certaine harmonie,","DC0223: La terre, l'eau, l'air, le feu et les cieulx",Ct,Displaced,F,B,Authentic,A,F,Plagal,Authentic,F
"DC0223.7: Tous les esprits ensemble tous les corps,","DC0223: La terre, l'eau, l'air, le feu et les cieulx",None,None,A,None,Plagal,F,F,Authentic,Authentic,F
DC0223.4: Que tout discord son contraire dissipe.,"DC0223: La terre, l'eau, l'air, le feu et les cieulx",S,None,F,T,Authentic,F,A,Authentic,Plagal,F
"DC0223.2: Tous les espritz, et supreme archetippe,","DC0223: La terre, l'eau, l'air, le feu et les cieulx",S,Incomplete,F,None,Authentic,None,F,None,Authentic,F
DC0222.12: Souvent ta chandelle allumer.,DC0222: Margot s'endormit sur un lict,S,None,F,T,Authentic,F,None,Authentic,None,F
DC0222.10: Qui faict ta chandelle fumer.,DC0222: Margot s'endormit sur un lict,S,None,F,T,Authentic,F,F,Plagal,Authentic,F
"DC0222.9: En l'allumant elle degoutte,",DC0222: Margot s'endormit sur un lict,None,None,F,None,Plagal,D,F,Authentic,Authentic,F
"DC0222.8: Non faict dist il, c'est une goutte,",DC0222: Margot s'endormit sur un lict,Ct,Displaced,D,T,Authentic,F,F,Authentic,Plagal,F
DC0222.7: Robin ta chandelle se fond,DC0222: Margot s'endormit sur un lict,S,None,F,T,Authentic,F,A,Authentic,Phrygian,F
"DC0222.6: Mist sa chandelle au plus perfond,",DC0222: Margot s'endormit sur un lict,S,None,C,T,Authentic,D,F,Plagal,Authentic,F
"DC0222.5: Il trouva sa lanterne ouverte,",DC0222: Margot s'endormit sur un lict,None,None,D,None,Plagal,F,C,Authentic,Authentic,F
"DC0222.4: Sur le lit, et la recouverte:",DC0222: Margot s'endormit sur un lict,S,None,F,T,Authentic,F,D,Authentic,Plagal,F
"DC0222.2: Une nuit toute descouverte,",DC0222: Margot s'endormit sur un lict,Ct,Displaced,F,T,Authentic,F,F,Authentic,Authentic,F
DC0222.1: Margot s'endormit sur un lict,DC0222: Margot s'endormit sur un lict,Ct,Incomplete,F,None,Authentic,None,F,None,Authentic,F
DC0221.8: Ton long tarder par trop mon mal empire.,DC0221: Qu'est-il besoing cercher toutes les nuictz,T,Incomplete,F,None,CadInCad,C,None,Authentic,None,F
"DC0221.7: Sans du remede aultrement le pourvoir,",DC0221: Qu'est-il besoing cercher toutes les nuictz,S,None,C,T,Authentic,C,F,Authentic,CadInCad,F
"DC0221.6: Un coeur souffrir pour toy si grand martyre,",DC0221: Qu'est-il besoing cercher toutes les nuictz,Ct,"Displaced, Incomplete",C,T,Authentic,G,C,Authentic,Authentic,F
"DC0221.5: Est il possible helas, que puisse voir,",DC0221: Qu'est-il besoing cercher toutes les nuictz,S,"Incomplete, Evaded",G,None,Authentic,F,C,Authentic,Authentic,F
"DC0221.2: Ce que l'on veult, et l'on ne peult avoir,",DC0221: Qu'est-il besoing cercher toutes les nuictz,S,None,F,T,Authentic,F,G,Authentic,Authentic,F
"DC0221.1: Qu'est-il besoing cercher toutes les nuictz,",DC0221: Qu'est-il besoing cercher toutes les nuictz,Ct,Displaced,F,B,Authentic,None,F,None,Authentic,F
"DC0220.8: C'est au Soleil, que la Lune appartient.",DC0220: Qui souhaittez d'avoir tout le plaisir,S,None,F,T,Authentic,A,None,Plagal,None,F
"DC0220.7: On luy diroit aymez humainement,",DC0220: Qui souhaittez d'avoir tout le plaisir,None,None,A,None,Plagal,G,F,Plagal,Authentic,F
"DC0220.6: Voller au ciel, ou mon amour se tient,",DC0220: Qui souhaittez d'avoir tout le plaisir,None,Evaded,C,None,Plagal,G,G,Authentic,Plagal,F
DC0220.4: Et vous mirez en mon contentement.,DC0220: Qui souhaittez d'avoir tout le plaisir,S,None,G,T,Authentic,C,F,Authentic,Authentic,F
"DC0220.3: Prenez exemple à mon chaste desir,",DC0220: Qui souhaittez d'avoir tout le plaisir,Ct,"Displaced, Inverted",C,T,Authentic,G,G,Authentic,Authentic,F
"DC0220.2: Qu'un amy peult vouloir honnestement,",DC0220: Qui souhaittez d'avoir tout le plaisir,S,None,G,T,Authentic,C,C,Authentic,Authentic,F
"DC0220.1: Qui souhaittez d'avoir tout le plaisir,",DC0220: Qui souhaittez d'avoir tout le plaisir,T,"Displaced, Inverted",C,Ct,Authentic,None,G,None,Authentic,F
DC0219.8: Digne de toute inimitié.,DC0219: Si pour t'avoir tant loyaument aymée,S,None,F,T,Authentic,D,None,Phrygian,None,F
"DC0219.6: Que commença nostre amytié,",DC0219: Si pour t'avoir tant loyaument aymée,B,"Displaced, Inverted, Doubtful",D,Ct,Phrygian,F,F,Plagal,Authentic,F
"DC0219.5: Doibz je mauldire la journée,",DC0219: Si pour t'avoir tant loyaument aymée,None,None,F,None,Plagal,F,D,Authentic,Phrygian,F
"DC0219.2: Aymée de faict, et pencée.",DC0219: Si pour t'avoir tant loyaument aymée,S,None,F,T,Authentic,C,F,Authentic,Plagal,F
"DC0219.1: Si pour t'avoir tant loyaument,",DC0219: Si pour t'avoir tant loyaument aymée,S,Incomplete,C,None,Authentic,None,F,None,Authentic,F
DC0218.10: Car il est suffisant Pour la deffaire.,DC0218: Je souffre passion/ D'une amour forte,S,None,F,T,Authentic,C,F,Plagal,Authentic,F
"DC0218.9: Parquoy le mesdisant Se peult bien taire,",DC0218: Je souffre passion/ D'une amour forte,None,None,C,None,Plagal,F,F,Authentic,Authentic,F
"DC0218.8: L'ont fait croistre plus fort Luy voulant nuyre,",DC0218: Je souffre passion/ D'une amour forte,T,"Displaced, Inverted, Evaded",F,Ct,Authentic,D,C,Plagal,Plagal,F
DC0218.7: Ceux qui ont faict effort A la destruire,DC0218: Je souffre passion/ D'une amour forte,None,None,D,None,Plagal,B-flat,F,Authentic,Authentic,F
DC0218.6: Veult rompre l'amityé Mais elle augmente.,DC0218: Je souffre passion/ D'une amour forte,S,None,B-flat,T,Authentic,C,D,Authentic,Plagal,F
"DC0218.5: L'envie sans pitié Toujours nuysante,",DC0218: Je souffre passion/ D'une amour forte,T,Displaced,B-flat,B,Authentic,F,C,Authentic,Authentic,F
DC0218.2: Mais mon affection Me reconforte.,DC0218: Je souffre passion/ D'une amour forte,S,None,F,T,Authentic,F,B-flat,Authentic,Authentic,F
"DC0218.1: Je souffre passion D'une amour forte,",DC0218: Je souffre passion/ D'une amour forte,T,"Displaced, Inverted, Evaded",F,Ct,Authentic,F,F,CadInCad,Authentic,F
"DC0217.10: Blesser à mort, et guarir la blessure.",DC0217: Ce friant oeil qui toujours estincelle,S,None,F,T,Authentic,D,None,Plagal,None,F
DC0217.9: Car il peult bien du mesme dard qu'il tyre,DC0217: Ce friant oeil qui toujours estincelle,S,Evaded,A,T,Phrygian,C,F,Authentic,Authentic,F
"DC0217.8: Au coeur navré mort langoureuse est seure,",DC0217: Ce friant oeil qui toujours estincelle,S,Incomplete,C,None,Authentic,C,D,Authentic,Plagal,F
"DC0217.7: Mais si un coup son regard il retire,",DC0217: Ce friant oeil qui toujours estincelle,S,None,C,T,Authentic,C,C,CadInCad,Authentic,F
"DC0217.6: Plus il penettre, et plus fort il martyre:",DC0217: Ce friant oeil qui toujours estincelle,S,None,C,T,Authentic,G,D,Authentic,Plagal,F
"DC0217.5: Plus on se tient contre lui sur sa garde,",DC0217: Ce friant oeil qui toujours estincelle,S,Evaded,A,T,Phrygian,F,F,Authentic,Authentic,F
DC0217.2: Et de costé à demy nous regarde.,DC0217: Ce friant oeil qui toujours estincelle,S,None,F,T,Authentic,C,A,Authentic,Phrygian,F
"DC0217.1: Ce friant oeil qui tousjours estincelle,",DC0217: Ce friant oeil qui toujours estincelle,Ct,Displaced,C,B,Authentic,None,F,None,Authentic,F
DC0216.8: Qu'employer sa langue à mesdire.,DC0216: Allons aux champs sur la verdure,S,None,F,T,Authentic,C,None,Authentic,None,F
"DC0216.7: Myeulx vault s'esbatre gayement,",DC0216: Allons aux champs sur la verdure,B,"Displaced, Inverted",C,Ct,Authentic,C,F,Authentic,Authentic,F
"DC0216.6: Allons chanter, gaudir, et rire,",DC0216: Allons aux champs sur la verdure,S,None,C,T,Authentic,F,C,Authentic,Authentic,F
"DC0216.5: Allons y doncq hastivement,",DC0216: Allons aux champs sur la verdure,None,"Displaced, Incomplete",F,B,Authentic,F,C,Authentic,Authentic,F
DC0216.2: Passer le temps joyeusement.,DC0216: Allons aux champs sur la verdure,S,Incomplete,F,None,Authentic,F,F,Authentic,Authentic,F
"DC0216.1: Allons aux champs sur la verdure,",DC0216: Allons aux champs sur la verdure,B,"Displaced, Inverted",F,Ct,Authentic,None,F,None,Authentic,F
DC0215.8: Sur tous voirriez son feu paroistre.,DC0215: Dieu doinct le bon jour à m'amye,S,None,F,T,Authentic,C,None,Authentic,None,F
DC0215.7: S'il avoit autant de pouvoir,DC0215: Dieu doinct le bon jour à m'amye,Ct,Displaced,F,B,Authentic,G,C,Authentic,Authentic,F
"DC0215.6: Pour vous faire son coeur congnoistre,",DC0215: Dieu doinct le bon jour à m'amye,S,None,G,T,Authentic,C,F,Plagal,Authentic,F
"DC0215.5: Voyez comme il faict son devoir,",DC0215: Dieu doinct le bon jour à m'amye,None,None,C,None,Plagal,F,G,Authentic,Authentic,F
"DC0215.4: C'est vostre amy qui vous vient voir,",DC0215: Dieu doinct le bon jour à m'amye,S,None,F,T,Authentic,C,C,Authentic,Plagal,F
"DC0215.2: Que ne veis puis hier au soir,",DC0215: Dieu doinct le bon jour à m'amye,T,"Displaced, Inverted, Incomplete",C,Ct,CadInCad,F,C,Authentic,Authentic,F
"DC0215.1: Dieu doint le bon jour à m'amye,",DC0215: Dieu doinct le bon jour à m'amye,Ct,Displaced,F,B,Authentic,F,C,Authentic,CadInCad,F
DC0214.8: Quand son amy en a pitié.,DC0214: Puis que malheur me tient rigueur,S,None,F,T,Authentic,F,None,Authentic,None,F
"DC0214.7: Un patient prent allegeance,",DC0214: Puis que malheur me tient rigueur,T,"Displaced, Inverted, Evaded",F,Ct,Authentic,D,F,Authentic,Authentic,F
DC0214.6: Du mal que j'ay par amytié.,DC0214: Puis que malheur me tient rigueur,Ct,Displaced,D,B,Authentic,A,F,Authentic,CadInCad,F
DC0214.5: Helas ayez intelligence,DC0214: Puis que malheur me tient rigueur,S,None,A,T,Authentic,F,D,Authentic,Authentic,F
"DC0214.2: Et seul sçavez mon indigence,",DC0214: Puis que malheur me tient rigueur,S,None,F,T,Authentic,C,D,Authentic,Plagal,F
"DC0214.1: Puis que malheur me tient rigueur,",DC0214: Puis que malheur me tient rigueur,S,"Displaced, Inverted",C,B,Authentic,None,F,None,Authentic,F
DC0213.8: Vous faictes bien de pire attaincte.,DC0213: Cupido pour ses appetitz vers des mouches alla,S,,A,T,Authentic,G,None,Authentic,None,A
"DC0213.7: Sa mignard dit elle voila,",DC0213: Cupido pour ses appetitz vers des mouches alla,B,"Displaced, Inverted",G,S,Authentic,E,A,Plagal,Authentic,A
"DC0213.6: Sa mere entend dont vient la plainte,",DC0213: Cupido pour ses appetitz vers des mouches alla,None,None,E,None,Plagal,A,G,Plagal,Authentic,A
"DC0213.5: D'elles est mors il crye hala,",DC0213: Cupido pour ses appetitz vers des mouches alla,Ct,None,A,B,Plagal,C,E,Authentic,Plagal,A
DC0213.4: Et moult entour d'elles volla.,DC0213: Cupido pour ses appetitz vers des mouches alla,S,None,C,T,Authentic,G,A,Authentic,Plagal,A
"DC0213.3: Qui cuydoit oyselletz petits,",DC0213: Cupido pour ses appetitz vers des mouches alla,Ct,"Displaced, Doubtful",G,B,Authentic,A,C,CadInCad,Authentic,A
DC0213.2: Vers des mouches à miel alla.,DC0213: Cupido pour ses appetitz vers des mouches alla,S,None,A,T,Authentic,None,G,None,Authentic,A
"DC0213.1: Cupido pour ses appetitz,",DC0213: Cupido pour ses appetitz vers des mouches alla,B,"Displaced, Inverted",G,T,Authentic,None,A,None,CadInCad,A
"DC0212.6: Mieulx eust vallu que du coup fusse morte,",DC0212: Au feu d'amour qui ne se peult estaindre,Ct,Displaced,C,B,Authentic,G,None,Authentic,None,C
"DC0212.5: Helas Amour, quand ton arc fust tendu,",DC0212: Au feu d'amour qui ne se peult estaindre,S,None,G,T,Authentic,F,C,Authentic,Authentic,C
"DC0212.2: Brusle mon coeur quasi mort estandu,",DC0212: Au feu d'amour qui ne se peult estaindre,S,None,F,T,Authentic,C,G,Authentic,Authentic,C
"DC0212.1: Au feu d'amour, qui ne se peult estaindre,",DC0212: Au feu d'amour qui ne se peult estaindre,T,Displaced,F,B,Authentic,C,C,Authentic,Authentic,C
DC0211.8: Qu'à servir L'abbesse de crosse.,DC0211: Ho le meschant qui a ployé,S,None,F,T,Authentic,F,None,Plagal,None,F
DC0211.6: C'est faict il est devenu rosse.,DC0211: Ho le meschant qui a ployé,None,None,F,None,Plagal,F,F,Plagal,Authentic,F
"DC0211.5: Qu'on n'en parle soir ne matin,",DC0211: Ho le meschant qui a ployé,None,None,F,None,Plagal,F,F,Authentic,Plagal,F
DC0211.2: Et rebouché comme un mastin.,DC0211: Ho le meschant qui a ployé,None,Incomplete,F,None,Authentic,A,F,Plagal,Plagal,F
"DC0211.1: Ho le meschant qui a ployé,",DC0211: Ho le meschant qui a ployé,None,None,A,None,Plagal,None,F,None,Authentic,F
DC0210.4: Le plus qu'oncques feust creature.,DC0210: Or my doint Dieu bonne adventure,S,None,A,T,Authentic,E,None,Phrygian,None,A
DC0210.3: Car je m'en voys bien douloureulx,DC0210: Or my doint Dieu bonne adventure,,"Displaced, Incomplete",E,B,Phrygian,C,A,CadInCad,Authentic,A
DC0210.2: Et a tous loyaulx amoureux:,DC0210: Or my doint Dieu bonne adventure,S,None,C,T,CadInCad,A,E,Authentic,Phrygian,A
"DC0210.1: Or my doint Dieu bonne adventure,",DC0210: Or my doint Dieu bonne adventure,S,None,A,T,Authentic,None,C,None,CadInCad,A
DC0209.4: Pour la douleur qui vif à mort me poingt.,DC0209: Dire me fault par desespoir contrainct,S,None,A,T,Authentic,C,None,Authentic,None,A
"DC0209.3: Car mon malheur ce pourroit empirer,",DC0209: Dire me fault par desespoir contrainct,Ct,Displaced,C,T,Authentic,C,A,Authentic,Authentic,A
DC0209.2: Plustost adieu que tel mal endurer,DC0209: Dire me fault par desespoir contrainct,S,Displaced,A,Ct,Authentic,A,C,Authentic,Authentic,A
"DC0209.1: Dire me fault par desespoir contrainct,",DC0209: Dire me fault par desespoir contrainct,S,None,A,T,CadInCad,None,A,None,Authentic,A
DC0208.10: Jouons beau jeu en cortinette.,DC0208: Jouons beau jeu tout en riant,S,None,G,T,Authentic,B-flat,None,Authentic,None,G
DC0208.9: Disant par amourette:,DC0208: Jouons beau jeu tout en riant,S,None,B-flat,T,Authentic,F,G,Authentic,Authentic,G
DC0208.8: Gergonnant comme un sansonnet,DC0208: Jouons beau jeu tout en riant,B,Incomplete,F,None,Authentic,G,B-flat,Authentic,Authentic,G
"DC0208.6: Chantant la chansonnette,",DC0208: Jouons beau jeu tout en riant,S,None,G,T,Authentic,D,F,Phrygian,Authentic,G
DC0208.5: Mais en beuvant soyons dehet,DC0208: Jouons beau jeu tout en riant,B,"Displaced, Inverted, Doubtful",D,Ct,Phrygian,G,G,Authentic,Authentic,G
DC0208.4: Laissant toute melancholie.,DC0208: Jouons beau jeu tout en riant,S,None,G,T,Authentic,G,D,Authentic,Phrygian,G
DC0208.2: Et si faisons chere lie.,DC0208: Jouons beau jeu tout en riant,S,None,G,T,Authentic,D,G,Phrygian,Authentic,G
"DC0208.1: Jouons beau jeu tout en riant,",DC0208: Jouons beau jeu tout en riant,B,"Displaced, Inverted",D,Ct,Phrygian,None,G,None,Authentic,G
DC0207.6: Que le seigneur Dieu la parfaict.,"DC0207: Joye et santé, ma demoiselle",S,None,B-flat,T,Authentic,D,None,Plagal,None,B-flat
DC0207.5: Blonde l'avez en beauté telle,"DC0207: Joye et santé, ma demoiselle",None,None,D,None,Plagal,G,B-flat,Authentic,Authentic,B-flat
"DC0207.4: Joye, et santé, madamoyselle ","DC0207: Joye et santé, ma demoiselle",S,None,G,T,Authentic,D,D,Phrygian,Authentic,B-flat
"DC0207.3: L’on en veit oncques de si belle,","DC0207: Joye et santé, ma demoiselle",S,Evaded,D,T,Phrygian,G,G,Authentic,Authentic,B-flat
DC0207.2: De la belle fille qu'avez faict.,"DC0207: Joye et santé, ma demoiselle",S,None,D,T,Authentic,G,G,Plagal,Authentic,B-flat
"DC0207.1: Joye, et santé, ma damoyselle,","DC0207: Joye et santé, ma demoiselle",None,None,G,None,Plagal,D,D,Authentic,Authentic,B-flat
DC0206.8: A la quatriesme elle ploya.,DC0206: Ma mère veult que je file,S,None,G,T,Authentic,D,None,Authentic,None,G
"DC0206.7: Trois point cousi tout d'une esguile,",DC0206: Ma mère veult que je file,S,None,D,T,Authentic,D,G,Authentic,Authentic,G
DC0206.6: D'apprendre une oeuvre à l'esguile.,DC0206: Ma mère veult que je file,T,"Displaced, Inverted, Evaded",D,Ct,Authentic,B-flat,F,Authentic,Plagal,G
"DC0206.5: L'aultre jour il m'advisa,",DC0206: Ma mère veult que je file,S,None,B-flat,T,Authentic,G,D,Authentic,Authentic,G
DC0206.2: Et si j'ay si grand mal au bra.,DC0206: Ma mère veult que je file,S,None,G,T,Authentic,D,G,Authentic,Authentic,G
"DC0206.1: Ma mere veult que je file,",DC0206: Ma mère veult que je file,S,None,G,T,Authentic,None,D,None,Authentic,G
DC0205.9: Et ma chambriere eut bien faict aultre chose.,DC0205: Un fin mary voyant sa chambriere,S,None,G,T,Authentic,D,None,Authentic,None,G
"DC0205.8: Ha mon mary je ferois bien cela,",DC0205: Un fin mary voyant sa chambriere,B,"Displaced, Inverted",D,Ct,Authentic,D,G,Authentic,Authentic,G
"DC0205.7: Estce l'amour qu'avez en moy enclose,",DC0205: Un fin mary voyant sa chambriere,S,"Displaced, Evaded",D,Ct,Authentic,D,D,Authentic,Authentic,G
DC0205.6: Qui vous à mis tous deux en ce poinct la?,DC0205: Un fin mary voyant sa chambriere,T,"Displaced, Inverted",D,Ct,Authentic,D,D,Authentic,Authentic,G
DC0205.4: Monta dessus puis soudain veit venir,DC0205: Un fin mary voyant sa chambriere,S,None,D,T,Authentic,B-flat,D,Authentic,Authentic,G
DC0205.3: Quelque grand faiz en la chambre derriere.,DC0205: Un fin mary voyant sa chambriere,S,None,B-flat,T,Authentic,G,D,Authentic,Authentic,G
"DC0205.2: Belle de corps, et propre à soustenir.",DC0205: Un fin mary voyant sa chambriere,S,None,G,T,Authentic,D,B-flat,Plagal,Authentic,G
"DC0205.1: Un fin mary voyant sa chambriere,",DC0205: Un fin mary voyant sa chambriere,None,None,D,None,Plagal,G,G,Authentic,Authentic,G
DC0204.4: Craindre a donner un bien qui nous demeure.,DC0204: Si la beaulté doit perir en peu d'heure,S,None,G,T,Authentic,B-flat,None,Authentic,None,G
DC0204.3: Ou si elle dure helas vous ne debvez,DC0204: Si la beaulté doit perir en peu d'heure,S,None,B-flat,T,Authentic,D,G,Authentic,Authentic,G
DC0204.2: Faictes m'en donc durant que vous l'avez,DC0204: Si la beaulté doit perir en peu d'heure,T,"Displaced, Incomplete",D,B,Authentic,D,B-flat,Authentic,Authentic,G
"DC0204.1: Si la beaulté doit perir en peu d'heure,",DC0204: Si la beaulté doit perir en peu d'heure,S,None,G,T,Authentic,None,D,None,Authentic,G
DC0203.10: Qu'on a de mal pour servir Saincte Eglise.,DC0203: Un gros prieur son petit filz baisoit,S,None,G,T,Authentic,D,None,Authentic,None,G
"DC0203.9: Mon Dieu dit il donne moy patience,",DC0203: Un gros prieur son petit filz baisoit,B,"Displaced, Inverted",D,S,Authentic,D,G,Phrygian,Authentic,G
DC0203.8: Broc de vin blanc du meilleur qu'on eslise.,DC0203: Un gros prieur son petit filz baisoit,Ct,"Displaced, Evaded",D,B,Phrygian,A,D,Plagal,Phrygian,G
"DC0203.7: Puis quant il eut prins sur sa conscience,",DC0203: Un gros prieur son petit filz baisoit,None,None,A,None,Plagal,E,D,Phrygian,Phrygian,G
"DC0203.6: La devora bien sçavoit la sçience,",DC0203: Un gros prieur son petit filz baisoit,Ct,Displaced,E,B,Phrygian,B-flat,A,Authentic,Plagal,G
"DC0203.5: La perdrix vint au sel de brocque en bouche,",DC0203: Un gros prieur son petit filz baisoit,S,"Displaced, Evaded",B-flat,B,Authentic,G,E,Authentic,Phrygian,G
"DC0203.4: Se leve, crache, esmeutit, et se mouche.",DC0203: Un gros prieur son petit filz baisoit,S,None,G,T,Authentic,B-flat,B-flat,Authentic,Authentic,G
"DC0203.3: Tandis roustir sa perdrix on faisoit,",DC0203: Un gros prieur son petit filz baisoit,S,None,B-flat,T,Authentic,G,G,Authentic,Authentic,G
DC0203.2: Et mignardoit au matin en sa couche.,DC0203: Un gros prieur son petit filz baisoit,S,None,G,T,Authentic,B-flat,B-flat,Authentic,Authentic,G
"DC0203.1: Un gros prieur son petit filz baisoit,",DC0203: Un gros prieur son petit filz baisoit,S,None,B-flat,T,Authentic,None,G,None,Authentic,G
DC0202.8: Que vous n'avez veu en vostre serf vice.,"DC0202: Vous me changez pour un aultre, madame",S,None,D,T,Authentic,A,None,Authentic,None,D
DC0202.7: Et si suis seur (tant bien mon faict j'entends),"DC0202: Vous me changez pour un aultre, madame",S,None,A,T,Authentic,A,D,Authentic,Authentic,D
DC0202.6: Tous mes espritz à vous faire service,"DC0202: Vous me changez pour un aultre, madame",Ct,Displaced,A,B,Authentic,D,A,CadInCad,Authentic,D
DC0202.5: Vous scavez bien (las) depuis quant j'estends:,"DC0202: Vous me changez pour un aultre, madame",T,"Displaced, Incomplete",F,None,Authentic,D,D,Authentic,CadInCad,D
DC0202.2: Qui ne vous peult servir que pour un temps.,"DC0202: Vous me changez pour un aultre, madame",S,None,D,T,Authentic,A,C,Phrygian,Authentic,D
"DC0202.1: Vous me changez pour un aultre madame,","DC0202: Vous me changez pour un aultre, madame",Ct,"Displaced, Doubtful",A,B,Phrygian,None,A,None,Phrygian,D
DC0201.4: Souffrir m'est doulx et mon mal j'estime heur.,DC0201: Je me veulx tant a son vouloir offrir,S,None,D,T,Authentic,D,None,Plagal,None,D
"DC0201.3: Sçachant qu'elle a plaisir me veoir souffrir,",DC0201: Je me veulx tant a son vouloir offrir,S,Displaced,F,Ct,Authentic,A,D,CadInCad,Plagal,D
DC0201.2: Que je ne quiers remede à ma douleur,DC0201: Je me veulx tant a son vouloir offrir,S,Evaded,A,T,CadInCad,D,F,Authentic,CadInCad,D
"DC0201.1: Je me veulx tant a son vouloir offrir,",DC0201: Je me veulx tant a son vouloir offrir,S,None,D,T,Authentic,D,A,Authentic,CadInCad,D
DC0125.8: Tu avois estably d'un autre estre amoureuse,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,S,None,G,T,Authentic,G,None,Authentic,None,G
"DC0125.7: Mais si par trop d'oubly d'un' offre tant heureuse,",DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,S,None,G,T,Authentic,G,G,Authentic,Authentic,G
DC0125.6: Que toute ta beaulté pourroit estre estimable.,DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,S,None,G,T,Authentic,G,G,Authentic,Authentic,G
"DC0125.5: Joinct que ma liberté ne m'est moins aymable,",DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,Ct,Displaced,G,B,Authentic,A,G,Authentic,Authentic,G
"DC0125.3: Car de moy j'ayme mieulx d'amour quitter l'office,",DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,S,None,A,T,Authentic,G,G,Authentic,Authentic,G
"DC0125.1: Si ton plus grand desir n'est sinon d'estre tienne,",DC0125: Si ton plus grand plaisir n'est sinon d'estre tienne,S,None,G,T,Authentic,None,A,None,Authentic,G
DC0124.6: Me sert d'experience Pour n'estre jamais prinse.,DC0124: Je sens l'affection/ Qui à moy se vient rendre,S,None,G,T,Authentic,G,None,Authentic,None,G
"DC0124.5: Mais ceste cognoissance du bien de ma franchise,",DC0124: Je sens l'affection/ Qui à moy se vient rendre,Ct,"Displaced, Incomplete",G,B,Authentic,G,G,Authentic,Authentic,G
DC0124.4: En plus haut lieu qu'au mien pourroit bien trouver place.,DC0124: Je sens l'affection/ Qui à moy se vient rendre,S,None,G,T,Authentic,A,G,Authentic,Authentic,G
"DC0124.3: Dont l'honneste maintien d'une si bonne grace,",DC0124: Je sens l'affection/ Qui à moy se vient rendre,S,None,A,T,Authentic,G,G,Authentic,Authentic,G
"DC0124.1: Je sens l' affection qui à moy se vient rendre,",DC0124: Je sens l'affection/ Qui à moy se vient rendre,S,None,G,T,Authentic,None,A,None,Authentic,G
DC0123.9: Las messire Jehan vous serrez trop.,DC0123: Puisque fortune mal apprinse,S,None,F,T,Authentic,C,None,Authentic,None,F
DC0123.7: Criant par trop,DC0123: Puisque fortune mal apprinse,S,None,C,T,Authentic,F,F,CAD NDLT,Authentic,F
"DC0123.8: Et sans compas,",DC0123: Puisque fortune mal apprinse,Ct,,F,B,CAD NDLT,F,C,Authentic,Authentic,F
"DC0123.2: A mis sur moy sa destinée,",DC0123: Puisque fortune mal apprinse,S,None,F,T,Authentic,A,F,Phrygian,CAD NDLT,F
